SPDRS&P500ETFTrust,Last:383.595,Change:6.93
"Date:March5,2021,9:44PMEST",Bid:383.93,Ask:383.97,Size:19*2,"Volume:152,039,624"
ExpirationDate,Calls,LastSale,Net,Bid,Ask,Volume,IV,Delta,Gamma,OpenInterest,Strike,Puts,LastSale,Net,Bid,Ask,Volume,IV,Delta,Gamma,OpenInterest
FriApr092021,SPY210409C00350000,29.78,-0.405,35.53,35.9,1,0.3059,0.8352,0.0067,2,350.00,SPY210409P00350000,2.82,-1.795,2.75,2.81,142,0.2884,-0.1487,0.0068,1027
FriApr092021,SPY210409C00355000,33.01,0,31.01,31.38,0,0.2895,0.8075,0.0079,2,355.00,SPY210409P00355000,3.33,-2.12,3.29,3.35,68,0.2744,-0.1779,0.008,1393
FriApr092021,SPY210409C00357500,28.02,0,28.78,29.16,0,0.2814,0.7914,0.0085,0,357.50,SPY210409P00357500,3.6,-2.325,3.6,3.67,109,0.2676,-0.1949,0.0087,8
FriApr092021,SPY210409C00360000,21.68,-0.2,26.58,26.97,1,0.2728,0.7741,0.0092,154,360.00,SPY210409P00360000,3.83,-2.61,3.94,4.01,677,0.2604,-0.2133,0.0094,322
FriApr092021,SPY210409C00362500,0,0,24.42,24.81,0,0.2634,0.7557,0.0099,0,362.50,SPY210409P00362500,4.31,-2.695,4.31,4.39,38,0.2532,-0.2335,0.0102,178
FriApr092021,SPY210409C00365000,16.58,0,22.3,22.69,0,0.2552,0.7343,0.0107,11,365.00,SPY210409P00365000,4.82,-2.8,4.73,4.8,68,0.2458,-0.2557,0.011,168
FriApr092021,SPY210409C00367500,17.81,1.64,20.22,20.62,1,0.2468,0.7109,0.0116,12,367.50,SPY210409P00367500,5.25,-3.035,5.18,5.26,12,0.2384,-0.2802,0.0119,333
FriApr092021,SPY210409C00369000,17.52,2.44,18.99,19.4,4,0.2419,0.6955,0.0121,0,369.00,SPY210409P00369000,6.71,-2.005,5.48,5.56,68,0.2337,-0.2959,0.0124,265
FriApr092021,SPY210409C00370000,17.51,3.13,18.19,18.59,12,0.2386,0.6849,0.0125,235,370.00,SPY210409P00370000,5.39,-3.625,5.68,5.77,216,0.2306,-0.3069,0.0128,474
FriApr092021,SPY210409C00371000,13.14,-0.54,17.39,17.8,47,0.2353,0.6737,0.0128,6,371.00,SPY210409P00371000,6,-3.325,5.9,5.99,171,0.2275,-0.3184,0.0132,123
FriApr092021,SPY210409C00372500,12.4,0,16.21,16.62,0,0.2303,0.6563,0.0134,21,372.50,SPY210409P00372500,6.35,-3.455,6.24,6.33,116,0.2227,-0.3364,0.0138,190
FriApr092021,SPY210409C00374000,15.05,3.395,15.06,15.47,24,0.2251,0.6378,0.0139,12,374.00,SPY210409P00374000,6.6,-3.715,6.6,6.69,104,0.218,-0.3555,0.0144,128
FriApr092021,SPY210409C00375000,14.92,3.915,14.31,14.72,77,0.2219,0.6248,0.0143,124,375.00,SPY210409P00375000,7.11,-3.57,6.85,6.94,196,0.2149,-0.3687,0.0147,126
FriApr092021,SPY210409C00376000,13.83,3.46,13.55,13.99,26,0.2187,0.6113,0.0147,83,376.00,SPY210409P00376000,6.77,-4.28,7.12,7.21,102,0.2116,-0.3827,0.0151,203
FriApr092021,SPY210409C00377500,10.27,0.815,12.47,12.88,112,0.2137,0.5902,0.0152,273,377.50,SPY210409P00377500,7.88,-3.745,7.54,7.63,30,0.2069,-0.4044,0.0157,122
FriApr092021,SPY210409C00378000,10.22,1.07,12.24,12.34,75,0.2121,0.5829,0.0154,73,378.00,SPY210409P00378000,7.65,-4.175,7.68,7.78,563,0.2052,-0.4119,0.0159,172
FriApr092021,SPY210409C00379000,10.72,2.16,11.54,11.64,66,0.2088,0.568,0.0158,38,379.00,SPY210409P00379000,8.14,-4.095,7.99,8.09,12,0.2019,-0.4275,0.0163,87
FriApr092021,SPY210409C00380000,10.95,2.965,10.85,10.95,117,0.2054,0.5525,0.0161,100,380.00,SPY210409P00380000,8.45,-4.215,8.3,8.4,299,0.1987,-0.4435,0.0167,241
FriApr092021,SPY210409C00381000,10.26,2.83,10.18,10.28,209,0.2023,0.5361,0.0165,85,381.00,SPY210409P00381000,10.3,-2.81,8.64,8.74,6,0.1953,-0.4603,0.0171,180
FriApr092021,SPY210409C00382000,9.94,3.05,9.52,9.62,904,0.1988,0.5195,0.0168,169,382.00,SPY210409P00382000,9.08,-4.495,8.99,9.09,109,0.1921,-0.4775,0.0174,87
FriApr092021,SPY210409C00382500,9.32,2.69,9.2,9.3,7,0.1972,0.5112,0.017,56,382.50,SPY210409P00382500,9.4,-4.42,9.17,9.27,5,0.1907,-0.4863,0.0176,36
FriApr092021,SPY210409C00383000,8.78,2.41,8.88,8.98,144,0.1957,0.5023,0.0171,280,383.00,SPY210409P00383000,9.42,-4.645,9.35,9.45,14,0.189,-0.4951,0.0177,168
FriApr092021,SPY210409C00384000,8.4,2.53,8.27,8.36,182,0.1927,0.4848,0.0174,282,384.00,SPY210409P00384000,9.79,-4.78,9.57,9.98,20,0.1854,-0.5137,0.018,40
FriApr092021,SPY210409C00385000,7.78,2.385,7.67,7.76,210,0.1895,0.4666,0.0176,643,385.00,SPY210409P00385000,9.65,-5.45,9.97,10.38,25,0.1822,-0.5327,0.0183,250
FriApr092021,SPY210409C00386000,7.21,2.265,7.09,7.17,21,0.1863,0.4479,0.0178,352,386.00,SPY210409P00386000,17.09,0,10.39,10.81,0,0.1793,-0.5521,0.0185,83
FriApr092021,SPY210409C00387000,6.58,2.065,6.53,6.62,132,0.1831,0.4285,0.018,204,387.00,SPY210409P00387000,10.67,-5.555,10.84,11.26,3,0.176,-0.5722,0.0187,12
FriApr092021,SPY210409C00387500,3.94,-0.37,6.26,6.35,16,0.1817,0.4188,0.0181,72,387.50,SPY210409P00387500,8.87,0,11.07,11.49,0,0.1743,-0.5823,0.0188,10
FriApr092021,SPY210409C00388000,5.66,1.55,6,6.09,14,0.18,0.409,0.0181,120,388.00,SPY210409P00388000,17.08,0,11.31,11.73,0,0.1728,-0.5926,0.0188,84
FriApr092021,SPY210409C00389000,5.55,1.82,5.5,5.59,14,0.1771,0.389,0.0182,79,389.00,SPY210409P00389000,14.14,-3.3,11.8,12.23,1,0.1698,-0.6134,0.0189,21
FriApr092021,SPY210409C00390000,5.14,1.765,5.02,5.1,535,0.1742,0.369,0.0182,271,390.00,SPY210409P00390000,12.74,-5.35,12.32,12.75,5,0.1667,-0.6347,0.0189,86
FriApr092021,SPY210409C00391000,4.67,1.625,4.57,4.65,196,0.1718,0.3488,0.0181,84,391.00,SPY210409P00391000,18.29,0,12.87,13.3,0,0.1639,-0.6559,0.0188,1
FriApr092021,SPY210409C00392000,4.17,1.43,4.14,4.22,17,0.1691,0.3287,0.018,121,392.00,SPY210409P00392000,20.94,1.475,13.44,13.87,3,0.1613,-0.677,0.0186,6
FriApr092021,SPY210409C00392500,2.38,-0.22,3.94,4.02,4,0.1679,0.3186,0.0179,244,392.50,SPY210409P00392500,10.92,0,13.74,14.17,0,0.16,-0.6877,0.0185,47
FriApr092021,SPY210409C00393000,4.03,1.57,3.74,3.82,18,0.1667,0.3085,0.0178,95,393.00,SPY210409P00393000,12.52,0,14.05,14.47,0,0.1586,-0.6984,0.0184,2
FriApr092021,SPY210409C00394000,3.44,1.235,3.38,3.45,11,0.1646,0.2888,0.0174,96,394.00,SPY210409P00394000,22.56,1.62,14.68,15.1,2,0.1565,-0.7189,0.018,72
FriApr092021,SPY210409C00395000,3.12,1.145,3.04,3.11,4542,0.1626,0.2694,0.0171,290,395.00,SPY210409P00395000,18.08,-3.63,15.34,15.76,12,0.1543,-0.7394,0.0176,51
FriApr092021,SPY210409C00396000,2.5,0.73,2.73,2.8,109,0.1606,0.2504,0.0166,36,396.00,SPY210409P00396000,19.74,0,16.02,16.44,0,0.1524,-0.759,0.0171,47
FriApr092021,SPY210409C00397000,2.48,0.9,2.44,2.51,75,0.1589,0.2321,0.0161,217,397.00,SPY210409P00397000,25.44,0,16.74,17.16,0,0.15,-0.7791,0.0165,6
FriApr092021,SPY210409C00397500,2.21,0.72,2.31,2.38,25,0.1582,0.2232,0.0159,48,397.50,SPY210409P00397500,13.03,0,17.1,17.52,0,0.149,-0.7886,0.0162,10
FriApr092021,SPY210409C00398000,2.32,0.91,2.18,2.25,173,0.1575,0.2146,0.0156,263,398.00,SPY210409P00398000,19.34,0,17.48,17.89,0,0.1479,-0.798,0.0159,10
FriApr092021,SPY210409C00399000,1.9,0.64,1.95,2.01,38,0.1562,0.1977,0.015,463,399.00,SPY210409P00399000,23.29,-1.71,18.24,18.65,8,0.1462,-0.8159,0.0151,0
FriApr092021,SPY210409C00400000,1.79,0.665,1.74,1.8,372,0.1549,0.1816,0.0143,494,400.00,SPY210409P00400000,29.5,0,19.03,19.44,0,0.1447,-0.8328,0.0144,2
FriApr092021,SPY210409C00401000,1.63,0.62,1.55,1.61,762,0.1538,0.1664,0.0136,704,401.00,SPY210409P00401000,0,0,19.84,20.24,0,0.1429,-0.8493,0.0136,0
FriApr092021,SPY210409C00402000,1.35,0.445,1.38,1.43,26,0.1531,0.1525,0.013,293,402.00,SPY210409P00402000,22.83,0,20.68,21.07,0,0.1413,-0.8646,0.0127,1
FriApr092021,SPY210409C00402500,0.7,-0.16,1.3,1.36,30,0.1527,0.1458,0.0126,502,402.50,SPY210409P00402500,0,0,21.1,21.49,0,0.1405,-0.8719,0.0123,0
FriApr092021,SPY210409C00403000,0.62,-0.195,1.23,1.28,28,0.1524,0.1394,0.0122,663,403.00,SPY210409P00403000,0,0,21.53,21.92,0,0.1398,-0.879,0.0119,0
FriApr092021,SPY210409C00404000,1.17,0.44,1.09,1.14,29,0.1517,0.127,0.0115,543,404.00,SPY210409P00404000,0,0,22.4,22.78,0,0.1386,-0.8919,0.011,0
FriApr092021,SPY210409C00405000,1.03,0.375,0.97,1.02,57,0.1514,0.1159,0.0108,1790,405.00,SPY210409P00405000,31.46,0,23.28,23.66,0,0.1368,-0.905,0.0101,2
FriApr092021,SPY210409C00406000,0.92,0.33,0.87,0.91,24,0.1516,0.1062,0.0102,303,406.00,SPY210409P00406000,27.7,0,24.18,24.55,0,0.1354,-0.9164,0.0093,1
FriApr092021,SPY210409C00407500,0.7,0.19,0.73,0.77,16,0.1512,0.0919,0.0092,133,407.50,SPY210409P00407500,25.77,0,25.55,25.91,0,0.1337,-0.9313,0.008,1
FriApr092021,SPY210409C00410000,0.6,0.2,0.55,0.59,45,0.1517,0.0729,0.0077,506,410.00,SPY210409P00410000,35.4,0,27.24,28.62,0,0.1325,-0.9496,0.0063,1
FriApr092021,SPY210409C00412500,0.44,0.12,0.41,0.45,40,0.1522,0.0573,0.0063,160,412.50,SPY210409P00412500,0,0,29.61,30.98,0,0.1276,-0.9675,0.0044,0
FriApr092021,SPY210409C00415000,0.34,0.09,0.31,0.34,7,0.1535,0.0454,0.0052,1727,415.00,SPY210409P00415000,0,0,32.21,33.55,0,0.1181,-0.9834,0.0025,0
FriApr092021,SPY210409C00417500,0.25,0.05,0.23,0.26,925,0.1546,0.0355,0.0043,71,417.50,SPY210409P00417500,0,0,34.46,35.96,0,0,-0.9624,0.0042,0
FriApr092021,SPY210409C00420000,0.15,-0.02,0.17,0.2,913,0.1564,0.0283,0.0035,316,420.00,SPY210409P00420000,0,0,36.92,38.4,0,0,-0.969,0.0035,0
FriApr092021,SPY210409C00425000,0.12,0,0.11,0.13,7,0.1608,0.0183,0.0023,370,425.00,SPY210409P00425000,0,0,41.87,43.31,0,0,-0.9787,0.0023,0
FriApr092021,SPY210409C00430000,0.15,0,0.08,0.09,0,0.1669,0.0126,0.0016,20,430.00,SPY210409P00430000,0,0,46.85,48.26,0,0,-0.9836,0.0017,0
FriApr092021,SPY210409C00435000,0.07,0.005,0.05,0.07,1,0.1747,0.0094,0.0012,7,435.00,SPY210409P00435000,0,0,51.84,53.24,0,0,-0.9864,0.0013,0
FriApr092021,SPY210409C00440000,0.06,0,0.05,0.06,0,0.1805,0.0066,0.0009,33,440.00,SPY210409P00440000,0,0,56.72,58.3,0,0,-0.9915,0.0007,0
FriApr092021,SPY210409C00445000,0.09,0,0.02,0.04,0,0.188,0.0051,0.0007,2,445.00,SPY210409P00445000,0,0,61.71,63.29,0,0,-0.9932,0.0005,0
FriApr092021,SPY210409C00450000,0.03,0,0.02,0.04,0,0.1956,0.004,0.0005,44,450.00,SPY210409P00450000,0,0,66.74,68.29,0,0,-0.9907,0.0007,0
FriApr092021,SPY210409C00455000,0.04,0,0.01,0.03,0,0.2046,0.0034,0.0004,17,455.00,SPY210409P00455000,0,0,71.7,73.28,0,0,-0.9934,0.0004,0
FriApr092021,SPY210409C00460000,0.04,0,0.01,0.03,0,0.2111,0.0026,0.0003,3,460.00,SPY210409P00460000,0,0,76.73,78.28,0,0,-0.9922,0.0005,0
FriApr092021,SPY210409C00465000,0,0,0.02,0.03,0,0.2259,0.0029,0.0003,0,465.00,SPY210409P00465000,0,0,81.69,83.28,0,0,-0.9957,0.0002,0
MonApr122021,SPY210412C00340000,0,0,44.93,45.28,0,0.3292,0.8751,0.005,0,340.00,SPY210412P00340000,2.11,2.11,2,2.22,24,0.3085,-0.1082,0.0049,0
MonApr122021,SPY210412C00345000,0,0,40.25,40.61,0,0.3129,0.856,0.0058,0,345.00,SPY210412P00345000,2.49,2.49,2.37,2.6,5,0.2952,-0.1284,0.0057,0
MonApr122021,SPY210412C00350000,0,0,35.65,36.02,0,0.2966,0.8333,0.0067,0,350.00,SPY210412P00350000,2.95,2.95,2.82,3.07,57,0.2819,-0.1526,0.0068,0
MonApr122021,SPY210412C00355000,0,0,31.13,31.52,0,0.2812,0.8052,0.0078,0,355.00,SPY210412P00355000,0,0,3.36,3.64,0,0.2686,-0.1819,0.0079,0
MonApr122021,SPY210412C00360000,22.53,22.53,26.73,27.12,1,0.2652,0.7719,0.0091,0,360.00,SPY210412P00360000,4.49,4.49,4.02,4.31,30,0.2551,-0.2172,0.0093,0
MonApr122021,SPY210412C00365000,19.1,19.1,22.46,22.87,3,0.2494,0.7315,0.0106,0,365.00,SPY210412P00365000,4.98,4.98,4.82,5.12,48,0.2413,-0.2595,0.0108,0
MonApr122021,SPY210412C00370000,15.4,15.4,18.37,18.78,3,0.2337,0.6824,0.0123,0,370.00,SPY210412P00370000,5.92,5.92,5.79,6.1,40,0.2265,-0.31,0.0126,0
MonApr122021,SPY210412C00375000,15.01,15.01,14.51,14.93,201,0.2179,0.6232,0.014,0,375.00,SPY210412P00375000,7.5,7.5,6.97,7.3,15,0.2113,-0.3709,0.0144,0
MonApr122021,SPY210412C00380000,11.05,11.05,10.95,11.37,133,0.2021,0.5522,0.0158,0,380.00,SPY210412P00380000,8.57,8.57,8.43,8.78,42,0.1961,-0.4439,0.0162,0
MonApr122021,SPY210412C00385000,8.1,8.1,7.77,8.17,128,0.1871,0.4685,0.0171,0,385.00,SPY210412P00385000,10.65,10.65,10.21,10.63,29,0.1808,-0.5303,0.0177,0
MonApr122021,SPY210412C00390000,5.54,5.54,5.13,5.5,23,0.1731,0.3743,0.0177,0,390.00,SPY210412P00390000,0,0,12.56,12.99,0,0.1663,-0.6283,0.0183,0
MonApr122021,SPY210412C00395000,3.37,3.37,3.13,3.45,29,0.1616,0.2774,0.0167,0,395.00,SPY210412P00395000,0,0,15.54,15.97,0,0.1539,-0.7302,0.0172,0
MonApr122021,SPY210412C00400000,1.91,1.91,1.79,2.06,233,0.1541,0.1909,0.0143,0,400.00,SPY210412P00400000,0,0,19.18,19.6,0,0.1447,-0.822,0.0144,0
MonApr122021,SPY210412C00405000,1.16,1.16,1,1.21,30,0.1505,0.1246,0.011,0,405.00,SPY210412P00405000,0,0,23.38,23.77,0,0.1383,-0.8926,0.0106,0
MonApr122021,SPY210412C00410000,0.66,0.66,0.55,0.73,2,0.15,0.0794,0.008,0,410.00,SPY210412P00410000,0,0,27.29,28.71,0,0.1349,-0.9389,0.007,0
MonApr122021,SPY210412C00415000,0.28,0.28,0.31,0.45,35,0.1517,0.0505,0.0055,0,415.00,SPY210412P00415000,0,0,32.06,33.42,0,0.1272,-0.9722,0.0037,0
MonApr122021,SPY210412C00420000,0.24,0.24,0.17,0.28,111,0.1542,0.032,0.0038,0,420.00,SPY210412P00420000,0,0,36.93,38.44,0,0,-0.9631,0.0039,0
FriApr162021,SPY210416C00165000,210.2,0,217.95,219.25,0,1.9963,0.9401,0.0004,1,165.00,SPY210416P00165000,0.05,-0.015,0.04,0.05,521,0.8675,-0.0013,0,7640
FriApr162021,SPY210416C00170000,0,0,212.96,214.25,0,1.8948,0.9405,0.0005,0,170.00,SPY210416P00170000,0.05,-0.025,0.04,0.05,4,0.8355,-0.0013,0,3213
FriApr162021,SPY210416C00175000,195.7,0,207.96,209.25,0,1.8004,0.9408,0.0005,2,175.00,SPY210416P00175000,0.06,-0.025,0.05,0.06,3,0.8223,-0.0016,0,4453
FriApr162021,SPY210416C00180000,194,0,202.96,204.26,0,1.7105,0.9412,0.0005,1,180.00,SPY210416P00180000,0.09,0,0.05,0.07,0,0.8074,-0.0019,0.0001,2335
FriApr162021,SPY210416C00185000,0,0,197.96,199.26,0,1.6255,0.9416,0.0005,0,185.00,SPY210416P00185000,0.1,0,0.06,0.08,0,0.791,-0.0022,0.0001,2478
FriApr162021,SPY210416C00190000,0,0,192.96,194.26,0,1.5453,0.942,0.0006,0,190.00,SPY210416P00190000,0.13,0,0.07,0.08,0,0.7754,-0.0026,0.0001,2084
FriApr162021,SPY210416C00195000,0,0,187.97,189.27,0,1.4696,0.9424,0.0006,0,195.00,SPY210416P00195000,0.11,-0.025,0.08,0.09,34,0.7576,-0.003,0.0001,1627
FriApr162021,SPY210416C00200000,174.4,-2.025,182.97,184.28,5,1.397,0.9429,0.0006,6,200.00,SPY210416P00200000,0.11,-0.045,0.1,0.11,698,0.7386,-0.0033,0.0001,3079
FriApr162021,SPY210416C00205000,0,0,177.98,179.28,0,1.3284,0.9434,0.0006,0,205.00,SPY210416P00205000,0.15,-0.02,0.11,0.12,43,0.7199,-0.0037,0.0001,744
FriApr162021,SPY210416C00210000,173.32,0,172.98,174.29,0,1.2633,0.9438,0.0007,1,210.00,SPY210416P00210000,0.15,-0.045,0.12,0.13,112,0.706,-0.0043,0.0001,13260
FriApr162021,SPY210416C00215000,0,0,167.98,169.3,0,1.2014,0.9443,0.0007,0,215.00,SPY210416P00215000,0.16,-0.055,0.14,0.15,3,0.6916,-0.005,0.0002,14312
FriApr162021,SPY210416C00220000,171.37,0,162.99,164.31,0,1.142,0.9447,0.0007,6,220.00,SPY210416P00220000,0.18,-0.06,0.16,0.17,543,0.6721,-0.0055,0.0002,3662
FriApr162021,SPY210416C00225000,154.74,0,158,159.32,0,1.0853,0.9451,0.0008,0,225.00,SPY210416P00225000,0.2,-0.065,0.17,0.19,605,0.6559,-0.0062,0.0002,1123
FriApr162021,SPY210416C00230000,160.8,0,153.01,154.32,0,1.031,0.9455,0.0008,2,230.00,SPY210416P00230000,0.21,-0.085,0.2,0.21,403,0.6401,-0.0071,0.0002,1872
FriApr162021,SPY210416C00235000,0,0,148.01,149.33,0,0.9795,0.9458,0.0008,0,235.00,SPY210416P00235000,0.25,-0.085,0.22,0.23,1566,0.6255,-0.0081,0.0003,1750
FriApr162021,SPY210416C00240000,149.43,0,143.03,144.35,0,0.9311,0.946,0.0009,7,240.00,SPY210416P00240000,0.27,-0.1,0.24,0.26,336,0.6078,-0.009,0.0003,2510
FriApr162021,SPY210416C00245000,0,0,138.03,139.37,0,0.8833,0.9463,0.0009,5,245.00,SPY210416P00245000,0.28,-0.135,0.27,0.29,377,0.5924,-0.0102,0.0004,14569
FriApr162021,SPY210416C00250000,125.8,-0.83,133.05,134.39,4,0.838,0.9465,0.001,21,250.00,SPY210416P00250000,0.32,-0.135,0.3,0.32,1437,0.5763,-0.0115,0.0004,3894
FriApr162021,SPY210416C00255000,0,0,128.44,129.11,0,0.7946,0.9466,0.001,0,255.00,SPY210416P00255000,0.34,-0.165,0.33,0.35,4726,0.5596,-0.0128,0.0005,1327
FriApr162021,SPY210416C00260000,122.7,6.02,123,124.43,2,0.7536,0.9465,0.0011,21,260.00,SPY210416P00260000,0.38,-0.175,0.37,0.39,676,0.5445,-0.0145,0.0005,9253
FriApr162021,SPY210416C00265000,123.14,0,118.48,119.06,0,0.7146,0.9462,0.0011,30,265.00,SPY210416P00265000,0.42,-0.195,0.41,0.43,83,0.5267,-0.016,0.0006,2318
FriApr162021,SPY210416C00270000,114.15,7.4,113.51,114.18,1,0.6772,0.9457,0.0012,72,270.00,SPY210416P00270000,0.53,-0.15,0.45,0.47,148,0.512,-0.0181,0.0007,3284
FriApr162021,SPY210416C00271000,0,0,112.51,113.09,0,0.6699,0.9456,0.0012,0,271.00,SPY210416P00271000,0.64,-0.055,0.46,0.48,5,0.509,-0.0186,0.0007,766
FriApr162021,SPY210416C00272000,100,0,111.51,112.09,0,0.6627,0.9455,0.0012,0,272.00,SPY210416P00272000,0.67,-0.04,0.47,0.49,28,0.5059,-0.019,0.0007,1589
FriApr162021,SPY210416C00273000,0,0,110.52,111.2,0,0.6555,0.9454,0.0012,0,273.00,SPY210416P00273000,0.79,0,0.48,0.5,0,0.5025,-0.0194,0.0007,1540
FriApr162021,SPY210416C00274000,108.9,0,109.52,110.1,0,0.6484,0.9453,0.0013,2,274.00,SPY210416P00274000,0.71,-0.03,0.49,0.51,105,0.4994,-0.0199,0.0007,1426
FriApr162021,SPY210416C00275000,109.03,0,108.07,109.51,0,0.6416,0.9451,0.0013,2,275.00,SPY210416P00275000,0.51,-0.245,0.5,0.52,632,0.4963,-0.0204,0.0008,4198
FriApr162021,SPY210416C00276000,0,0,107.53,108.11,0,0.6343,0.945,0.0013,0,276.00,SPY210416P00276000,0.99,0,0.51,0.53,0,0.4934,-0.0209,0.0008,3080
FriApr162021,SPY210416C00277000,106.26,0,106.54,107.12,0,0.6273,0.9449,0.0013,3,277.00,SPY210416P00277000,0.63,-0.16,0.52,0.54,52,0.4898,-0.0213,0.0008,1353
FriApr162021,SPY210416C00278000,93.15,0,105.09,106.53,0,0.6208,0.9446,0.0013,76,278.00,SPY210416P00278000,0.64,-0.165,0.53,0.55,8,0.4869,-0.0219,0.0008,1493
FriApr162021,SPY210416C00279000,97.04,0,104.55,105.13,0,0.6136,0.9446,0.0013,3,279.00,SPY210416P00279000,0.79,-0.035,0.55,0.56,461,0.4838,-0.0224,0.0008,849
FriApr162021,SPY210416C00280000,94.83,0,103.56,104.14,0,0.6068,0.9444,0.0014,376,280.00,SPY210416P00280000,0.57,-0.27,0.56,0.57,55,0.4802,-0.0228,0.0009,5554
FriApr162021,SPY210416C00281000,106.9,0,102.56,103.14,0,0.6001,0.9442,0.0014,1,281.00,SPY210416P00281000,0.82,-0.04,0.57,0.58,918,0.4771,-0.0234,0.0009,957
FriApr162021,SPY210416C00282000,78,0,101.57,102.15,0,0.593,0.9441,0.0014,2,282.00,SPY210416P00282000,0.67,-0.205,0.58,0.6,793,0.4744,-0.024,0.0009,1393
FriApr162021,SPY210416C00283000,93.58,0,100.57,101.15,0,0.5871,0.9438,0.0014,3,283.00,SPY210416P00283000,0.89,-0.005,0.59,0.61,439,0.471,-0.0245,0.0009,672
FriApr162021,SPY210416C00284000,104.64,0,99.58,100.26,0,0.58,0.9437,0.0014,1,284.00,SPY210416P00284000,0.73,-0.185,0.6,0.62,5,0.4682,-0.0252,0.001,1205
FriApr162021,SPY210416C00285000,88.43,0,98.58,99.16,0,0.574,0.9433,0.0015,14,285.00,SPY210416P00285000,0.64,-0.295,0.62,0.63,621,0.4646,-0.0257,0.001,2683
FriApr162021,SPY210416C00286000,94.3,0,97.59,98.17,0,0.5674,0.9431,0.0015,5,286.00,SPY210416P00286000,0.65,-0.305,0.63,0.65,14,0.462,-0.0265,0.001,1077
FriApr162021,SPY210416C00287000,71.74,0,96.6,97.27,0,0.561,0.9429,0.0015,27,287.00,SPY210416P00287000,0.76,-0.22,0.64,0.66,220,0.4588,-0.0271,0.001,590
FriApr162021,SPY210416C00288000,88.31,0,95.6,96.18,0,0.555,0.9426,0.0015,104,288.00,SPY210416P00288000,0.66,-0.345,0.66,0.67,393,0.4557,-0.0277,0.0011,859
FriApr162021,SPY210416C00289000,100.42,0,94.61,95.6,0,0.549,0.9422,0.0016,21,289.00,SPY210416P00289000,0.8,-0.225,0.67,0.69,11,0.4528,-0.0285,0.0011,1486
FriApr162021,SPY210416C00290000,93,0,93.62,94.2,0,0.5424,0.942,0.0016,54,290.00,SPY210416P00290000,0.71,-0.34,0.68,0.7,2525,0.4496,-0.0291,0.0011,57718
FriApr162021,SPY210416C00291000,92.6,6.61,92.11,93.61,1,0.5369,0.9415,0.0016,27,291.00,SPY210416P00291000,0.97,-0.105,0.7,0.72,121,0.4467,-0.0299,0.0012,2435
FriApr162021,SPY210416C00292000,98.53,0,91.63,92.21,0,0.5303,0.9414,0.0016,43,292.00,SPY210416P00292000,1.21,0,0.71,0.73,0,0.4435,-0.0306,0.0012,1343
FriApr162021,SPY210416C00293000,97.55,0,90.64,91.22,0,0.5242,0.9411,0.0017,28,293.00,SPY210416P00293000,0.73,-0.395,0.73,0.75,654,0.4405,-0.0314,0.0012,1074
FriApr162021,SPY210416C00294000,96.61,0,89.64,90.32,0,0.5187,0.9405,0.0017,479,294.00,SPY210416P00294000,0.87,-0.28,0.74,0.76,128,0.4373,-0.0321,0.0013,1016
FriApr162021,SPY210416C00295000,88.5,0,88.65,89.23,0,0.5127,0.9402,0.0017,121,295.00,SPY210416P00295000,0.76,-0.42,0.76,0.78,1836,0.4347,-0.0331,0.0013,3933
FriApr162021,SPY210416C00296000,94.57,0,87.66,88.24,0,0.507,0.9398,0.0017,44,296.00,SPY210416P00296000,1.13,-0.075,0.78,0.8,5,0.4316,-0.0339,0.0013,1837
FriApr162021,SPY210416C00297000,93.78,0,86.67,87.66,0,0.5011,0.9394,0.0018,29,297.00,SPY210416P00297000,0.79,-0.445,0.79,0.82,2,0.4283,-0.0347,0.0014,2777
FriApr162021,SPY210416C00298000,92.64,0,85.68,86.67,0,0.4958,0.9388,0.0018,87,298.00,SPY210416P00298000,1.24,-0.025,0.81,0.83,2,0.4254,-0.0356,0.0014,1828
FriApr162021,SPY210416C00299000,89.17,0,84.69,85.27,0,0.49,0.9384,0.0018,78,299.00,SPY210416P00299000,0.84,-0.455,0.83,0.85,274,0.4226,-0.0366,0.0015,1927
FriApr162021,SPY210416C00300000,84.88,7.705,83.2,84.69,2,0.4845,0.9379,0.0019,22324,300.00,SPY210416P00300000,0.87,-0.455,0.85,0.87,4466,0.4191,-0.0374,0.0015,58138
FriApr162021,SPY210416C00301000,82.74,0,82.21,83.7,0,0.479,0.9374,0.0019,330,301.00,SPY210416P00301000,0.88,-0.48,0.87,0.89,86,0.4164,-0.0384,0.0015,1648
FriApr162021,SPY210416C00302000,86.72,0,81.72,82.3,0,0.4739,0.9367,0.0019,5201,302.00,SPY210416P00302000,1.09,-0.305,0.89,0.91,165,0.4135,-0.0394,0.0016,6191
FriApr162021,SPY210416C00303000,85.79,0,80.73,81.73,0,0.4688,0.936,0.002,10239,303.00,SPY210416P00303000,0.91,-0.52,0.91,0.93,885,0.4108,-0.0406,0.0016,15534
FriApr162021,SPY210416C00304000,79.94,0,79.75,80.33,0,0.4632,0.9355,0.002,6589,304.00,SPY210416P00304000,1,-0.47,0.93,0.96,546,0.4079,-0.0417,0.0017,9138
FriApr162021,SPY210416C00305000,82.2,0,78.76,79.34,0,0.4613,0.9336,0.0021,20136,305.00,SPY210416P00305000,0.95,-0.555,0.95,0.98,1222,0.4047,-0.0427,0.0017,23924
